camis,dba,boro,street,zipcode,cuisine_description
41448882,THE PULP AND THE BEAN,BROOKLYN,FRANKLIN AVENUE,11238,Caf̩/Coffee/Tea
50064009,LE MOMENT,QUEENS,GRAND AVE,11378,Chinese/Japanese
50080052,NESPRESSO,MANHATTAN,PRINCE ST,10012,Caf̩/Coffee/Tea
50032832,POPEYES LOUISIANA KITCHEN,BRONX,BRUCKNER BLVD,10473,Chicken
50000726,BILL'S BAR AND BURGER DOWNTOWN,MANHATTAN,WEST STREET,10006,American
50072894,PANADERIA LOS 3 REYES,QUEENS,FLUSHING AVE,11378,Bakery
50073904,PORTAL LATINO RESTAURANT,BROOKLYN,SMITH ST,11201,Spanish
41603054,AMICI II,MANHATTAN,MULBERRY STREET,10013,Italian
50073613,LE REVEIL COFFEE SHOP,MANHATTAN,2ND AVE,10021,Caf̩/Coffee/Tea
50063130,ZEFF'S PIZZERIA,BROOKLYN,S 3RD ST,11211,Pizza/Italian
50059901,NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES,MANHATTAN,WALL ST,10005,American
50034098,JG Mellon,MANHATTAN,MACDOUGAL ST,10012,American
50069633,QIANLIXIANG,QUEENS,41ST AVE,11355,Chinese
50087293,STICK TO MY POT,MANHATTAN,W 35TH ST,10001,Asian
41401775,DUNKIN' DONUTS,BROOKLYN,3 AVENUE,11209,Donuts
50070940,PAPA JOHN'S PIZZA SW HARLEM,MANHATTAN,AMSTERDAM AVE,10025,Pizza
50083023,SEASON'S TWIST FROZEN YOGURT & CAFE,BRONX,E GUN HILL RD,10467,"Ice Cream, Gelato, Yogurt, Ices"
50078285,STARBUCKS,BROOKLYN,NASSAU AVE,11222,Other
41384689,WASABI POINT,QUEENS,WOODSIDE AVENUE,11373,Asian
41224664,HBO EDR,MANHATTAN,AVENUE OF AMERICAS,10036,American
50082819,MAYA FUSION CAFE,BROOKLYN,BUSHWICK AVE,11207,Mexican
50082957,THE PASTAGRAM,MANHATTAN,PEARL ST,10038,Italian
50072149,GINO'S PIZZA,STATEN ISLAND,FOREST AVE,10302,Pizza/Italian
41688118,PAISANO'S BUTCHER BURGER/FRESO,BROOKLYN,ATLANTIC AVENUE,11217,Hamburgers
40708598,NO PARTNERS,QUEENS,21 AVENUE,11105,American
41706232,PETER DILLON'S,MANHATTAN,5 AVENUE,10016,Irish
50016388,FOUNDRY KITCHEN & BAR,MANHATTAN,W 43RD ST,10036,American
50004480,XIAN FAMOUS FOODS,MANHATTAN,BROADWAY,10025,Chinese
50047785,CAPPONE'S,MANHATTAN,9th AVE,10011,Italian
41382991,SUBWAY,BRONX,EAST  149 STREET,10455,Sandwiches
41387310,DUNKIN' DONUTS,BRONX,EAST  233 STREET,10470,Donuts
41612080,THE GREY DOG MULBERRY,MANHATTAN,MULBERRY STREET,10012,American
50000013,THE MUSKET ROOM,MANHATTAN,ELIZABETH ST,10012,American
50086734,ARBYS,BRONX,STORY AVE,10473,Other
50001544,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,W 14TH ST,10011,American
41564945,RADIO CITY MUSIC HALL,MANHATTAN,AVENUE OF THE AMERICAS,10020,American
50061560,Nargis Bar and Grill,BROOKLYN,5TH AVE,11217,Asian
41471474,NEW HONG KONG RESTAURANT I,BRONX,EAST TREMONT AVENUE,10460,Chinese
50003326,COVENHOVEN,BROOKLYN,CLASSON AVE,11238,"Bottled beverages, including water, sodas, juices, etc."
50086402,,MANHATTAN,W 45TH ST,10036,Other
41570001,BILLY'S BAKERY,MANHATTAN,9 AVENUE,10011,Bakery
50052387,SNOWDAYS,QUEENS,AUSTIN ST,11375,"Ice Cream, Gelato, Yogurt, Ices"
50088323,,QUEENS,31ST ST,11105,Other
50087558,YI JI SHI MO NOODLE,MANHATTAN,ELIZABETH ST,10013,Chinese
40965047,KINGS COUNTY CAFETERIA,BROOKLYN,CLARKSON AVENUE,11203,American
50040600,THE BAKERY ON BERGEN,BROOKLYN,BERGEN ST,11238,Bakery
50056811,ROGELIO'S PIZZA,BROOKLYN,IRVING AVE,11237,Pizza/Italian
50057847,BAY MARKET KITCHEN,BROOKLYN,3RD AVE,11232,American
50035551,DRINK,BROOKLYN,FRANKLIN AVE,11238,American
50086442,CROWN SHY,MANHATTAN,PINE ST,10005,American
41046514,WAGNER COLLEGE - HAWK'S NEST,STATEN ISLAND,HOWARD AVENUE,10301,American
50044550,CHENG DU SPICY FOOD,QUEENS,PRINCE ST,11354,Chinese
41480070,ROYAL FRIED CHICKEN,BROOKLYN,ROCKAWAY PARKWAY,11212,Chicken
50041646,HIGHLINE CAFE,MANHATTAN,10TH AVE,10011,American
50057502,BLUESTONE LANE,MANHATTAN,WATER ST,10005,Caf̩/Coffee/Tea
40610155,Citibank EXECUTIVE CONFERENCE CENTER,MANHATTAN,EAST   53 STREET,10022,American
50082746,JJANG COOKS,QUEENS,ROOSEVELT AVE,11354,Korean
50083997,LAS CHELAS LOUNGE,QUEENS,JAMAICA AVE,11432,Spanish
50077604,MOKUM,MANHATTAN,AMSTERDAM AVE,10024,American
50076762,JANE'S EATERY,QUEENS,NORTHERN BLVD,11361,Korean
50085650,IL PICCOLO RISTORO,MANHATTAN,W 28TH ST,10001,Italian
50088830,WILLIAMSBURG PIZZA,MANHATTAN,2ND AVE,10028,Other
50032742,KING TAI,BROOKLYN,BERGEN ST,11216,American
41563427,BISTRO SK,BRONX,CITY ISLAND AVENUE,10464,French
50088235,200 GRAM NOODLES,QUEENS,UNION ST,11354,Asian
50046091,PLAYROOM NYC,MANHATTAN,10TH AVE,10034,"Bottled beverages, including water, sodas, juices, etc."
50059447,SWICK 2,QUEENS,35TH ST,11106,American
50001911,KUNG FU JAPANESE & CHINESE RESTAURANT,BROOKLYN,BATH AVENUE,11214,Asian
50073177,BIERWAX,BROOKLYN,VANDERBILT AVE,11238,American
50037583,SID GOLD'S REQUEST ROOM,MANHATTAN,W 26TH ST,10001,American
50063035,YI CHU INC,BROOKLYN,17TH AVE,11204,Chinese
41532039,AUNTIE ANNE'S PRETZELS,MANHATTAN,8 AVENUE,10036,Hotdogs/Pretzels
50077609,SUSHI KING,BROOKLYN,MYRTLE AVE,11237,Chinese
50047691,DEUTSCHE BANK,MANHATTAN,PARK AVE,10154,Caf̩/Coffee/Tea
50082191,T-SWIRL CREPE,QUEENS,UNION ST,11354,Other
40950504,EATA PITA,MANHATTAN,EAST   42 STREET,10017,Mediterranean
41338145,TINOS DELICATESSEN,BRONX,ARTHUR AVENUE,10458,Delicatessen
50078305,ROCKY'S PIZZA,MANHATTAN,3RD AVE,10016,Pizza/Italian
40814139,STARBUCKS,MANHATTAN,1 AVENUE,10065,Caf̩/Coffee/Tea
50082903,TSAOCAA,BROOKLYN,59TH ST,11220,Caf̩/Coffee/Tea
50071089,IKINARI STEAK,MANHATTAN,W 46TH ST,10036,Japanese
50017810,T.G.I. FRIDAY'S,MANHATTAN,W 34TH ST,10001,American
50007239,OLD STANLEY'S,BROOKLYN,WYCKOFF AVE,11237,American
41182747,SUSHI BELL,QUEENS,BELL BOULEVARD,11361,Japanese
50044208,CAFE ALTRO PARADISO,MANHATTAN,SPRING ST,10013,Italian
40566706,LA PERLA MEXICANA,BRONX,East 149 street,10451,Mexican
40712781,LUPA OSTERIA ROMANA,MANHATTAN,THOMPSON STREET,10012,Italian
50090045,,QUEENS,MAIN ST,11355,Other
50043231,CHICANO'S MEXICAN RESTAURANT,BROOKLYN,NEW UTRECHT AVE,11219,Spanish
50089151,PURSLANE,BROOKLYN,BUTLER ST,11217,Other
41131836,BLUE MOUNTAIN CUISINE RESTAURANT,BRONX,EASTCHESTER RD FL 1,10466,Caribbean
50070279,China Kitchen,BRONX,ASTOR AVE,10467,Chinese
50044975,LENWICH,MANHATTAN,COLUMBUS AVE,10024,Sandwiches
40586834,PERFECTO PIZZA & COFFEE SHOP,QUEENS,JAMAICA AVE,11432,American
41629135,CHINA WOK KITCHEN,MANHATTAN,AVENUE D,10009,Chinese
50040677,DOS TOROS,BROOKLYN,COURT ST,11201,Mexican
50073116,TABLE 866 @ COURTYARD MARRIOTT,MANHATTAN,3RD AVE,10022,American
50087569,METRO MARKET,BROOKLYN,UTICA AVE,11213,American
50001303,PRET A MANGER,MANHATTAN,BROADWAY,10007,American
41249345,STARBUCKS,MANHATTAN,MADISON AVENUE,10017,Caf̩/Coffee/Tea
41551464,ASIAN BOWL,QUEENS,QUEENS BOULEVARD,11375,Chinese
50085948,DUA KAFE,MANHATTAN,E 14TH ST,10009,Caf̩/Coffee/Tea
50048245,DUNKIN DONUTS & BASKIN ROBBINS,BROOKLYN,MYRTLE AVE,11237,Donuts
50086207,ANYTIME KARAOKE,MANHATTAN,W 32ND ST,10001,Not Listed/Not Applicable
50080121,THE FOREST PARK CAROUSEL,QUEENS,PARK LANE SOUTH,,Hotdogs
50075622,PAPA JOHN'S,BROOKLYN,BROADWAY,11221,Other
41507371,LE PAIN QUOTIDIEN,MANHATTAN,RIVER TERRACE,10282,American
50051355,GO GO CURRY,MANHATTAN,W 125TH ST,10027,Japanese
50083409,ADDA,QUEENS,THOMSON AVE,11101,Indian
50077025,REMEDY LOUNGE & CAFE,QUEENS,UNION TPKE,11426,Mediterranean
50085694,BOXERS WASHINGTON HEIGHTS,MANHATTAN,BROADWAY,10032,American
50088441,VAN LEEUWEN ICE CREAM,MANHATTAN,E 7TH ST,10003,"Ice Cream, Gelato, Yogurt, Ices"
41453151,SUPER 403 CHINESE RESTAURANT,BROOKLYN,CHURCH AVENUE,11218,Chinese
41152865,PEYTON'S ALL NUDE PLAY PEN,BROOKLYN,2 AVENUE,11232,American
50049999,EDEN'S LOUNGE,BROOKLYN,CONEY ISLAND AVE,11230,Other
50061519,New China Tung,BROOKLYN,5TH AVE,11217,Chinese
41123837,DOMINO'S,QUEENS,QUEENS BOULEVARD,11374,Pizza
41548181,YEDON,QUEENS,NORTHERN BOULEVARD,11361,Korean
41624165,PALADAR RESTAURANT,BROOKLYN,PITKIN AVENUE,11207,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50044595,GARDEN MARKET,MANHATTAN,PENN PLZ,10121,Hotdogs/Pretzels
50080197,ALLEY 41,QUEENS,41ST AVE,11355,Chinese
41309782,FIG & OLIVE MIDTOWN,MANHATTAN,EAST   52 STREET,10022,Mediterranean
50072251,FRESH TACO,QUEENS,PUTNAM AVE,11385,Mexican
41527515,AVANT GARDEN,BROOKLYN,HAVEMEYER STREET,11211,American
50012464,OK CAFE,QUEENS,33RD ST,11105,Caf̩/Coffee/Tea
50084224,HALL / ODO,MANHATTAN,W 20TH ST,10011,Japanese
50077742,ASHOKA,MANHATTAN,2ND AVE,10128,Indian
50075774,EL CAMPEON DE LOS POLLOS 2,QUEENS,101ST AVE,11416,Spanish
41513809,MONA LISA,QUEENS,164 STREET,11358,Korean
50036647,SOUTHWEST PORCH,MANHATTAN,W 40TH ST,10018,American
50074844,NEW CHINA MEE,BROOKLYN,CHURCH AVE,11226,Chinese
50001328,HIROHISA,MANHATTAN,THOMPSON ST,10012,Japanese
50078607,KAIGO COFFEE ROOM,BROOKLYN,FURMAN ST,11201,Caf̩/Coffee/Tea
50077936,MIRINAE,QUEENS,NORTHERN BLVD,11354,Asian
50072041,MCDONALDS,BRONX,WHITE PLAINS RD,10466,Sandwiches/Salads/Mixed Buffet
50089461,,BRONX,WILLIS AVE,10454,Other
41556209,NEW EMPIRE KITCHEN,QUEENS,UTOPIA PARKWAY,11357,Chinese
50065112,CUZIN'S DUZIN,BROOKLYN,ALBEE SQUARE WEST,11201,Donuts
40942438,SKY TERRACE BAR,MANHATTAN,WEST   58 STREET,10019,American
41269187,CAFE FRESCO,MANHATTAN,1 AVENUE,10065,Delicatessen
50042802,CHIHUAHUA,QUEENS,GREENPOINT AVE,11104,Mexican
40577007,ACME BAR & GRILL,MANHATTAN,GREAT JONES STREET,10012,American
50074135,PICCANTE,BROOKLYN,3RD AVE,11209,Italian
50075182,NEW YORK CITY BAGEL COFFEE HOUSE,QUEENS,30TH AVE,11103,American
41608779,KUNG FU TEA,MANHATTAN,CHRYSTIE STREET,10002,Caf̩/Coffee/Tea
41696569,METROPOLITAN MUSEUM BALCONY LOUNGE,MANHATTAN,5 AVENUE,10028,American
50089910,,BROOKLYN,WYCKOFF AVE,11237,Other
50081691,Caveat,MANHATTAN,CLINTON ST,10002,American
50010296,TACO KING,QUEENS,UNION TPKE,11004,Tex-Mex
50085352,RAICES,MANHATTAN,W 207TH ST,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41656943,SUBWAY,MANHATTAN,3 AVENUE,10022,Sandwiches/Salads/Mixed Buffet
50001088,CAGEN,MANHATTAN,EAST 9 STREET,10009,Japanese
50038366,GOOD TASTE RESTAURANT,BRONX,WESTCHESTER AVE,10459,Chinese
50010316,WING GONG RESTAURANT,MANHATTAN,1ST AVE,10029,Chinese
41588095,ALL ABOUT FOOD,MANHATTAN,EAST   58 STREET,10022,Delicatessen
50088892,CHIMI MUNDO LOUNGE,QUEENS,ATLANTIC AVE,11421,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50007663,DELUCA'S ITALIAN RESTAURANT,STATEN ISLAND,AMBOY RD,10307,Italian
41356077,BISTANGO,MANHATTAN,3 AVENUE,10016,Italian
50054576,BURGER KING,MANHATTAN,7TH AVE,10018,American
41537945,CHIPOTLE MEXICAN GRILL,MANHATTAN,3 AVENUE,10065,Tex-Mex
40815524,MYTHOS RESTAURANT,QUEENS,NORTHERN BOULEVARD,11358,Greek
50085433,QUANTUM LEAP,MANHATTAN,1ST AVE,10065,Vegetarian
50079172,ANTIQUE CAFE,MANHATTAN,3RD AVE,10022,Other
50069786,BAR 263,MANHATTAN,E 26TH ST,10010,American
50090255,,BROOKLYN,ALBEE SQ,11201,Other
50056586,MAISON PICKLE,MANHATTAN,BROADWAY,10024,American
40568945,WENDY'S,QUEENS,JAMAICA AVENUE,11435,Hamburgers
41686159,BELLA GIORNATA,STATEN ISLAND,STUYVESANT PLACE,10301,American
50072493,RADIO AMSTERDAM,MANHATTAN,AMSTERDAM AVE,10024,American
41719692,GOOD FELLAS PIZZA,QUEENS,40 AVENUE,11101,Pizza
50015469,SAIGON BAR AND GRILL,BROOKLYN,AVENUE N,11234,Vietnamese/Cambodian/Malaysia
50078925,NINJA JAPAN TERIYAKI  & SUSHI,BROOKLYN,CHURCH AVE,11226,Japanese
41704990,CORAZON LATINO,QUEENS,84 DRIVE,11435,Spanish
50085792,LA HUECA,QUEENS,37TH AVE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41372275,WILFIE & NELL,MANHATTAN,WEST    4 STREET,10014,Irish
50088808,RONIN STONES,MANHATTAN,CLINTON ST,10002,Other
50052533,CHOPSTICKS HOUSE,STATEN ISLAND,HUGUENOT AVE,10312,Chinese
41657755,DONNA,BROOKLYN,BROADWAY,11249,American
50055610,TABERNA 97,MANHATTAN,SAINT MARKS PL,10009,Portuguese
50045737,ZHONG HUA RESTAURANT,MANHATTAN,W 100TH ST,10025,Chinese
50052617,FOUR SEASONS HOTEL BANQUET KITCHEN,MANHATTAN,BARCLAY ST,10007,American
50084860,THAI ME,BROOKLYN,BROADWAY,11206,Thai
41395511,STAND 312,QUEENS,126TH ST & ROOSEVELT AVENUE,,American
50073013,OSHI'S CAFE,BROOKLYN,QUENTIN RD,11229,Jewish/Kosher
50086256,TAKESHI SUSHI,MANHATTAN,GRAND ST,10013,Other
41617019,UCB EAST COMEDY,MANHATTAN,EAST    3 STREET,10009,American
50000778,PEACHWAVE FROZEN YOGURT,BRONX,WILLIAMSBRIDGE RD,10461,"Ice Cream, Gelato, Yogurt, Ices"
50033150,MIA'S BAKERY,BROOKLYN,SMITH ST,11201,Bakery
50070525,NOCHES DE PALENQUE,BRONX,SOUTHERN BLVD,10455,Mexican
50000233,PALM COURT,MANHATTAN,FIFTH AVE,10019,American
50086519,,QUEENS,47TH ST,11377,Other
41520477,SABOR A MEXICO TAQUERIA,MANHATTAN,1 AVENUE,10009,Mexican
50067103,FIVE IRON GOLF,MANHATTAN,5TH AVE,10011,American
50038374,TUK TUK,QUEENS,VERNON BLVD,11101,Thai
50057896,MADISON CAFE,BRONX,E BURNSIDE AVE,10453,American
50059108,WENDY'S,QUEENS,BROADWAY,11372,Hamburgers
41476586,LUCKY 11 BAKERY,BROOKLYN,11 AVENUE,11219,Bakery
41624219,EL COQUI BILLIARD LOUNGE,QUEENS,MYRTLE AVENUE,11385,Mexican
41117086,SABOR A MEXICO II,MANHATTAN,EAST   77 STREET,10075,Mexican
50079890,MILLIE'S CUBAN CAFE,BROOKLYN,WILSON AVE,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
40368034,ROADHOUSE RESTAURANT,STATEN ISLAND,CLOVE ROAD,10301,Italian
50064110,Hawa Smoothie,BROOKLYN,BROADWAY,11211,"Juice, Smoothies, Fruit Salads"
50005883,EIM KHAO MUN KAI,QUEENS,BROADWAY,11373,Thai
50004317,KENNEDY FRIED CHICKEN,BRONX,GRAND CONCOURSE,10453,Chicken
41670427,IRISH HAVEN,BROOKLYN,4 AVENUE,11220,Irish
41559183,LILLIAN PIZZERIA,QUEENS,69 AVENUE,11375,Pizza
41238082,URO CAFE,BROOKLYN,DRIGGS AVENUE,11222,Caf̩/Coffee/Tea
50082869,SUGAR FREAK,QUEENS,30TH AVE,11103,American
41586172,UMI SUSHI HIBACHI,STATEN ISLAND,RICHMOND AVENUE,10314,Japanese
50062832,EVELINAS,BROOKLYN,DEKALB AVE,11205,Italian
40395036,AMERICAN AIRLINES EMPLOYEE CAFETERIA,QUEENS,LA GUARDIA AIRPORT,11369,American
50065601,BURGER & LOBSTER,MANHATTAN,W 43RD ST,10036,Seafood
50079507,ACE BAGEL CAFE,QUEENS,MAIN ST,11355,Caf̩/Coffee/Tea
50080158,BRINE,MANHATTAN,8TH AVE,10011,Chicken
50008187,SALUD Y ESPERANZA,MANHATTAN,2ND AVE,10029,Spanish
41534329,THE LIBRARY/OUT TAKES QUICK CUISINE,BRONX,PENNYFIELD AVENUE,10465,American
41232290,HONG CHEUNG RESTAURANT,BROOKLYN,NEW LOTS AVENUE,11207,Chinese
41611664,SERVICE BAR 6,QUEENS,ROCKAWAY BOULEVARD,11420,American
50079472,CHAMPION COFFEE,BROOKLYN,N 3RD ST,11249,Other
50017218,TSOB-TSOBE CAFE LOUNGE BAR,BROOKLYN,CONEY ISLAND AVE,11235,Russian
41538119,HANSON DRY,BROOKLYN,FULTON STREET,11238,American
50090813,,BROOKLYN,FORT HAMILTON PKWY,11219,Other
50005067,AMERICAN WHISKEY,MANHATTAN,W 30TH ST,10001,American
50070374,CUP AND CRULLER,MANHATTAN,W 49TH ST,10019,Bakery
50086688,FITRITION,QUEENS,FRANCIS LEWIS BLVD,11358,"Juice, Smoothies, Fruit Salads"
50016151,UPPER STORY BY CHARLIE PALMER,MANHATTAN,3RD AVE,10022,American
50086308,RALPH'S COFFEE,MANHATTAN,MADISON AVE,10021,Caf̩/Coffee/Tea
41259230,INDO-PAK HALAL RESTAURANT,MANHATTAN,2 AVENUE,10029,Pakistani
41455608,BORN THAI,BROOKLYN,FLATBUSH AVENUE,11217,Thai
50009335,STARBUCKS,MANHATTAN,LEXINGTON AVE,10017,Caf̩/Coffee/Tea
50086675,YUMMY YUMMY FAMILY,BRONX,E 204TH ST,10458,Chinese
50064856,SUGAR HILL CREAMERY,MANHATTAN,LENOX AVE,10026,"Ice Cream, Gelato, Yogurt, Ices"
41046225,WINNERS BAR,QUEENS,BROADWAY,11373,"Bottled beverages, including water, sodas, juices, etc."
50000918,CHIPOTLE MEXICAN GRILL,MANHATTAN,1ST AVENUE,10021,Mexican
50066715,JOE'S PIZZA,MANHATTAN,BROADWAY,10018,Pizza
50065427,UPTOWN JUICE BAR,MANHATTAN,7TH AVE,10039,"Juice, Smoothies, Fruit Salads"
41625825,224TH CORNER RESTAURANT & BAKERY,BRONX,e 224 st,10466,Caribbean
50055924,CHINESE NO.1 RESTAURANT,QUEENS,JAMAICA AVE,11421,Chinese
50076959,KAHVE,MANHATTAN,9TH AVE,10019,Caf̩/Coffee/Tea
50071298,DUE WEST,MANHATTAN,W 10TH ST,10014,American
41242907,CROSS BRONX PIZZERIA,BRONX,CASTLE HILL AVE,10472,Pizza
41197747,BEST COFFEE SHOP,STATEN ISLAND,WATER STREET,10304,American
41636558,JOE'S PIZZA,MANHATTAN,8 AVENUE,10011,Pizza
41706908,DUNKIN' DONUTS,BROOKLYN,FULTON STREET,11216,Donuts
50059389,MI BELLA CHOLULITA MEXICAN RESTAURANT,BROOKLYN,DEKALB AVE,11221,Spanish
50087449,KENNEDY FRIED CHICKEN,BRONX,E 149TH ST,10451,Chicken
50001915,REFINERY ROOFTOP,MANHATTAN,WEST 38TH STREET,10018,American
50063628,BROOKSIDE MARKET,QUEENS,QUEENS BLVD,11104,Caf̩/Coffee/Tea
50067430,SEBASTIANO FARAONE,BROOKLYN,COLUMBIA ST,11231,Italian
50062519,PRONTO PIZZA,MANHATTAN,FULTON ST,10038,Pizza/Italian
50059504,HEIMESHE COFFEE SHOP,BROOKLYN,14TH AVE,11218,Jewish/Kosher
41107447,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,5 AVENUE,11215,Donuts
50043588,SUN HOUSE CAFE,BROOKLYN,7TH AVE,11232,American
41300926,CHIPOTLE MEXICAN GRILL,MANHATTAN,PARK AVENUE SOUTH,10016,Mexican
50075192,JUICE KING,QUEENS,ROOSEVELT AVE,11372,"Juice, Smoothies, Fruit Salads"
41611678,FIRST SERVICE BAR,QUEENS,ROCKAWAY BOULEVARD,11420,"Bottled beverages, including water, sodas, juices, etc."
41395496,TWO BOOTS/ STAND 318,QUEENS,ROOSEVELT AVENUE,,American
50058805,DUNKIN DONUTS,BROOKLYN,NOSTRAND AVE,11210,Donuts
41561944,HERBALIFE,BROOKLYN,51 STREET,11220,"Juice, Smoothies, Fruit Salads"
41092334,CHARTWELLS @ MANHATTAN SCHOOL OF MUSIC,MANHATTAN,CLAREMONT AVENUE,10027,American
50015110,NUTRIPAN #2,QUEENS,SUTPHIN BLVD,11435,Bakery
50068170,LEXINGTON CLUB,MANHATTAN,LEXINGTON AVE,10021,Other
50047657,CHIPOTLE MEXICAN GRILL,MANHATTAN,BROADWAY,10013,Mexican
50078033,YOKOMO,BRONX,W 242ND ST,10471,Peruvian
40757375,BAHIA RESTAURANT & CAFE,BROOKLYN,GRAND STREET,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50015854,MOMOFUKU KO,MANHATTAN,EXTRA PL,10003,Japanese
41250691,SUBWAY,MANHATTAN,2 AVENUE,10010,Sandwiches
50088490,COCINA MARAVILLA,BRONX,E 138TH ST,10454,Mexican
50009862,BLUE CUPS,QUEENS,61ST ST,11377,Caf̩/Coffee/Tea
41496435,PAPAYA KING,MANHATTAN,EAST   86 STREET,10028,Hotdogs
50056804,DENIZEN,BROOKLYN,ROEBLING ST,11211,American
50033020,VILLA CEMITA,MANHATTAN,AVENUE A,10009,Mexican
50086640,TAZA MKT,BROOKLYN,36TH ST,11232,Indian
50073366,LAROSA,STATEN ISLAND,VICTORY BLVD,10301,Chicken
50044489,STARBUCKS,MANHATTAN,W 34TH ST,10001,American
40662141,J AND D PIZZA,QUEENS,63 ROAD,11374,Pizza
50063183,SIENA CAFE,MANHATTAN,3RD AVE,10128,Italian
50073660,3 BROS 99C PIZZA,BRONX,W FORDHAM RD,10468,Pizza
50071316,Rincon Melania's,QUEENS,QUEENS BLVD,11101,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50058739,Jacup's Coffee Bistro,QUEENS,69TH ST,11378,Caf̩/Coffee/Tea
41398230,QUISQUEYA RESTAURANT,QUEENS,ROOSEVELT AVENUE,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41641722,GOOD FRIENDS RESTAURANT,BROOKLYN,AVENUE L,11236,Chinese
41464597,TASTE OF CAFE (POTAMKIN),MANHATTAN,2 AVENUE,10035,American
50087732,LANGKAWI,BROOKLYN,8TH AVE,11220,Asian
41255575,BITTERSWEET,BROOKLYN,DEKALB AVENUE,,Caf̩/Coffee/Tea
50081337,TIM HO WAN HELL'S KITCHEN,MANHATTAN,9TH AVE,10036,Chinese
50033845,DIMES,MANHATTAN,CANAL ST,10002,American
50067600,HUDSON RIVER TRADING,MANHATTAN,WORLD TRADE CTR,10048,American
50044171,SNAX SPOT,MANHATTAN,9TH AVE,10018,American
41374102,STARBUCKS,MANHATTAN,PARK AVENUE SOUTH,10003,Caf̩/Coffee/Tea
40931855,FADA,BROOKLYN,DRIGGS AVENUE,11211,American
50042996,KING DRAGON RESTAURANT,BRONX,E MOUNT EDEN AVE,10452,Chinese
41693614,CIBO EXPRESS,QUEENS,LAGUARDIA AIRPORT,11369,American
40576002,WHITE CASTLE,QUEENS,57 AVENUE,11373,Hamburgers
50072907,MILK N' HONEY,MANHATTAN,E 46TH ST,10017,Jewish/Kosher
50088695,MEET NOODLES,BROOKLYN,8TH AVE,11220,Chinese
50090107,GONG CHA,QUEENS,ROOSEVELT AVE,11354,Other
50033272,MCDONALD'S,BROOKLYN,FLATBUSH AVE,11234,American
50045891,BARANO,BROOKLYN,BROADWAY,11249,Italian
50075893,SIMPLE,BROOKLYN,ATLANTIC AVE,11201,Hawaiian
50075024,CHUAN ZHU REN,QUEENS,41ST AVE,11355,Chinese
41012946,TIME WARNER(CAFETERIA),MANHATTAN,TIME WARNER CENTER,10019,American
50084903,DUMPLINGS AND THINGS,QUEENS,46TH ST,11104,Chinese
50065428,KINGS KTV KARAOKE,BROOKLYN,39TH ST,11232,Korean
50041363,BAGUETTE EXPRESS,BROOKLYN,E 14TH ST,11230,Mediterranean
50085781,TACO BELL,BRONX,JEROME AVE,10453,Mexican
50002534,DRUNKEN MUNKEY,MANHATTAN,E 92ND STREET,10128,Indian
50084950,I LUV PHO,QUEENS,MAIN ST,11354,Chinese
50087041,ROAST & CO,QUEENS,LEFFERTS BLVD,11415,American
41501822,BLUE HAVEN,MANHATTAN,WEST HOUSTON STREET,10012,American
40396492,ROYAL KING'S PIZZA,BROOKLYN,5 AVENUE,11220,Pizza
41683743,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,39 AVENUE,11354,American
41463547,SUBWAY,MANHATTAN,CHAMBERS STREET,10007,Sandwiches
50037405,FIKA,MANHATTAN,W 58TH ST,10019,Sandwiches/Salads/Mixed Buffet
50087873,Paneora Bakery,QUEENS,JAMAICA AVE,11421,Other
50072298,KRISPY KRUNCHY CHICKEN,BROOKLYN,HOYT ST,11201,American
41427712,PANERA BREAD,QUEENS,BELL BOULEVARD,11360,American
50002138,IL GATTOPARDO,MANHATTAN,WEST 54TH STREET,10019,Italian
50015880,DUNKIN' DONUTS,BROOKLYN,AVENUE X,11223,Donuts
50076291,EL TAHUR,BROOKLYN,3RD AVE,11220,Tapas
50077761,SAMMI SWEETZ,STATEN ISLAND,ROSE AVE,10306,Bakery
50043176,BOSTON MARKET,MANHATTAN,BROADWAY,10032,Chicken
50073080,BLEND LOUNGE,QUEENS,94TH AVE,11418,Caribbean
41617387,DUNKIN' DONUTS,BRONX,ALLERTON AVENUE,10467,Donuts
40798329,HUDSON HOUND,MANHATTAN,HUDSON STREET,10014,American
50069218,Y & Y KOSHER DELI/SUSHI COUNTER  AT KEYFOOD,MANHATTAN,BROADWAY,10033,Jewish/Kosher
50086181,TAIM,MANHATTAN,W 22ND ST,10010,Other
50067379,SUSHI FUSSION,MANHATTAN,W 35TH ST,10001,Jewish/Kosher
